created_at,entry_id,field1,field2,latitude,longitude,elevation,status
2022-01-15T15:23:00+00:00,101,0.01682,2.48938,,,,Running
2022-01-15T15:23:31+00:00,102,0.01682,2.65287,,,,Running
2022-01-15T15:24:02+00:00,103,0.01682,2.48938,,,,Running
2022-01-15T15:24:32+00:00,104,0.02187,2.48938,,,,Running
2022-01-15T15:25:03+00:00,105,0.01682,2.48938,,,,Running
2022-01-15T15:26:02+00:00,106,0.01537,2.48938,,,,Running
2022-01-15T15:26:33+00:00,107,0.02187,2.48938,,,,Running
2022-01-15T15:27:03+00:00,108,0.01537,2.48938,,,,Running
2022-01-15T15:27:34+00:00,109,0.02187,2.48938,,,,Running
2022-01-15T15:28:04+00:00,110,0.01537,2.48938,,,,Running
2022-01-15T15:28:35+00:00,111,0.01537,2.48938,,,,Running
2022-01-15T15:29:06+00:00,112,0.01682,2.48938,,,,Running
2022-01-15T15:29:36+00:00,113,0.01537,2.48938,,,,Running
2022-01-15T15:30:07+00:00,114,0.02007,2.48938,,,,Running
2022-01-15T15:30:36+00:00,115,0.02187,2.61242,,,,Running
2022-01-15T15:31:07+00:00,116,0.02187,2.48938,,,,Running
2022-01-15T15:31:38+00:00,117,0.02187,2.61242,,,,Running
2022-01-15T15:32:08+00:00,118,0.02187,2.48938,,,,Running
2022-01-15T15:32:39+00:00,119,0.01537,2.48938,,,,Running
2022-01-15T15:33:10+00:00,120,0.01537,2.48938,,,,Running
2022-01-15T15:33:40+00:00,121,0.01537,2.65287,,,,Running
2022-01-15T15:34:11+00:00,122,0.01537,2.48938,,,,Running
2022-01-15T15:34:41+00:00,123,0.01537,2.48938,,,,Running
2022-01-15T15:35:11+00:00,124,0.01537,2.48938,,,,Running
2022-01-15T15:35:41+00:00,125,0.01537,2.48938,,,,Running
2022-01-15T15:36:11+00:00,126,0.01537,2.65287,,,,Running
2022-01-15T15:36:40+00:00,127,0.01537,2.48938,,,,Running
2022-01-15T15:37:10+00:00,128,0.01537,2.48938,,,,Running
2022-01-15T15:37:40+00:00,129,0.01537,2.61242,,,,Running
2022-01-15T15:38:09+00:00,130,0.01537,2.48938,,,,Running
2022-01-15T15:38:39+00:00,131,0.02187,2.61242,,,,Running
2022-01-15T15:39:09+00:00,132,0.01537,2.48938,,,,Running
2022-01-15T15:39:38+00:00,133,0.01537,2.48938,,,,Running
2022-01-15T15:40:08+00:00,134,0.01537,2.48938,,,,Running
2022-01-15T15:40:37+00:00,135,0.02007,2.61242,,,,Running
2022-01-15T15:41:34+00:00,136,0.02187,2.48938,,,,Running
2022-01-15T15:42:05+00:00,137,0.01537,2.48938,,,,Running
2022-01-15T15:42:34+00:00,138,0.02187,2.48938,,,,Running
2022-01-15T15:43:04+00:00,139,0.01537,2.48938,,,,Running
2022-01-15T15:43:34+00:00,140,0.01537,2.48938,,,,Running
2022-01-15T15:44:03+00:00,141,0.01537,2.48938,,,,Running
2022-01-15T15:44:32+00:00,142,0.02007,2.48938,,,,Running
2022-01-15T15:45:02+00:00,143,0.02187,2.48938,,,,Running
2022-01-15T15:45:31+00:00,144,0.01537,2.48938,,,,Running
2022-01-15T15:46:01+00:00,145,0.01537,2.61242,,,,Running
2022-01-15T15:46:31+00:00,146,0.01537,2.48938,,,,Running
2022-01-15T15:47:00+00:00,147,0.02187,2.48938,,,,Running
2022-01-15T15:47:29+00:00,148,0.01537,2.48938,,,,Running
2022-01-15T15:47:59+00:00,149,0.02187,2.48938,,,,Running
2022-01-15T15:48:28+00:00,150,0.01537,2.48938,,,,Running
2022-01-15T15:48:59+00:00,151,0.01537,2.48938,,,,Running
2022-01-15T15:49:29+00:00,152,0.01537,2.48938,,,,Running
2022-01-15T15:49:58+00:00,153,0.01537,2.48938,,,,Running
2022-01-15T15:50:28+00:00,154,0.01537,2.48938,,,,Running
2022-01-15T15:50:58+00:00,155,0.01537,2.61242,,,,Running
2022-01-15T15:51:28+00:00,156,0.01537,2.61242,,,,Running
2022-01-15T15:51:57+00:00,157,0.01537,2.61242,,,,Running
2022-01-15T15:52:27+00:00,158,0.01537,2.48938,,,,Running
2022-01-15T15:52:55+00:00,159,0.01537,2.48938,,,,Running
2022-01-15T15:53:25+00:00,160,0.01537,2.48938,,,,Running
2022-01-15T15:53:54+00:00,161,0.01537,2.48938,,,,Running
2022-01-15T15:54:24+00:00,162,0.01537,2.48938,,,,Running
2022-01-15T15:54:53+00:00,163,0.01682,2.48938,,,,Running
2022-01-15T15:55:22+00:00,164,0.01537,2.48938,,,,Running
2022-01-15T15:55:52+00:00,165,0.02007,2.48938,,,,Running
2022-01-15T15:56:21+00:00,166,0.01682,2.48938,,,,Running
2022-01-15T15:56:50+00:00,167,0.01537,2.48938,,,,Running
2022-01-15T15:57:20+00:00,168,0.01537,2.48938,,,,Running
2022-01-15T15:57:49+00:00,169,0.01537,2.65287,,,,Running
2022-01-15T15:58:18+00:00,170,0.02187,2.48938,,,,Running
2022-01-15T15:58:48+00:00,171,0.01537,2.48938,,,,Running
2022-01-15T15:59:17+00:00,172,0.02187,2.65287,,,,Running
2022-01-15T15:59:47+00:00,173,0.01537,2.48938,,,,Running
2022-01-15T16:00:18+00:00,174,0.02187,2.61242,,,,Running
2022-01-15T16:00:47+00:00,175,0.02187,2.61242,,,,Running
2022-01-15T16:01:16+00:00,176,0.02187,2.48938,,,,Running
2022-01-15T16:01:45+00:00,177,0.01537,2.61242,,,,Running
2022-01-15T16:02:14+00:00,178,0.01537,2.48938,,,,Running
2022-01-15T16:02:43+00:00,179,0.01537,2.48938,,,,Running
2022-01-15T16:03:12+00:00,180,0.02187,2.48938,,,,Running
2022-01-15T16:03:42+00:00,181,0.01537,2.48938,,,,Running
2022-01-15T16:04:12+00:00,182,0.01537,2.48938,,,,Running
2022-01-15T16:04:41+00:00,183,0.01537,2.48938,,,,Running
2022-01-15T16:05:11+00:00,184,0.02187,2.48938,,,,Running
2022-01-15T16:05:40+00:00,185,0.02187,2.48938,,,,Running
2022-01-15T16:06:09+00:00,186,0.01537,2.48938,,,,Running
2022-01-15T16:06:38+00:00,187,0.01537,2.48938,,,,Running
2022-01-15T16:07:08+00:00,188,0.01537,2.65287,,,,Running
2022-01-15T16:07:36+00:00,189,0.02187,2.61242,,,,Running
2022-01-15T16:08:05+00:00,190,0.02187,2.61242,,,,Running
2022-01-15T16:08:34+00:00,191,0.01682,2.48938,,,,Running
2022-01-15T16:09:04+00:00,192,0.02187,2.48938,,,,Running
2022-01-15T16:09:33+00:00,193,0.01537,2.48938,,,,Running
2022-01-15T16:10:03+00:00,194,0.02007,2.48938,,,,Running
2022-01-15T16:10:31+00:00,195,0.02007,2.61242,,,,Running
2022-01-15T16:11:00+00:00,196,0.02187,2.61242,,,,Running
2022-01-15T16:11:30+00:00,197,0.01537,2.48938,,,,Running
2022-01-15T16:11:59+00:00,198,0.01537,2.48938,,,,Running
2022-01-15T16:12:29+00:00,199,0.01682,2.48938,,,,Running
2022-01-15T16:12:58+00:00,200,0.01537,2.48938,,,,Running
2022-01-15T16:13:28+00:00,201,0.01537,2.48938,,,,Running
2022-01-15T16:13:58+00:00,202,0.02187,2.48938,,,,Running
2022-01-15T16:14:27+00:00,203,0.02187,2.48938,,,,Running
2022-01-15T16:14:56+00:00,204,0.01537,2.48938,,,,Running
2022-01-15T16:15:26+00:00,205,0.01537,2.48938,,,,Running
2022-01-15T16:15:55+00:00,206,0.01537,2.48938,,,,Running
2022-01-15T16:16:24+00:00,207,0.01537,2.48938,,,,Running
2022-01-15T16:16:53+00:00,208,0.01537,2.48938,,,,Running
2022-01-15T16:17:23+00:00,209,0.01537,2.48938,,,,Running
2022-01-15T16:17:52+00:00,210,0.02187,2.65287,,,,Running
2022-01-15T16:18:21+00:00,211,0.01537,2.48938,,,,Running
2022-01-15T16:18:50+00:00,212,0.01537,2.48938,,,,Running
2022-01-15T16:19:20+00:00,213,0.01537,2.48938,,,,Running
2022-01-15T16:19:49+00:00,214,0.01537,2.48938,,,,Running
2022-01-15T16:20:19+00:00,215,0.02187,2.65287,,,,Running
2022-01-15T16:20:48+00:00,216,0.02187,2.48938,,,,Running
2022-01-15T16:22:17+00:00,217,0.01537,2.48938,,,,Running
2022-01-15T16:22:46+00:00,218,0.01537,2.48938,,,,Running
2022-01-15T16:23:15+00:00,219,0.01537,2.48938,,,,Running
2022-01-15T16:23:45+00:00,220,0.01537,2.48938,,,,Running
2022-01-15T16:24:14+00:00,221,0.02187,2.48938,,,,Running
2022-01-15T16:24:43+00:00,222,0.01537,2.48938,,,,Running
2022-01-15T16:25:13+00:00,223,0.02187,2.48938,,,,Running
2022-01-15T16:25:42+00:00,224,0.01537,2.65287,,,,Running
2022-01-15T16:26:11+00:00,225,0.01537,2.48938,,,,Running
2022-01-15T16:26:41+00:00,226,0.01537,2.48938,,,,Running
2022-01-15T16:27:11+00:00,227,0.02187,2.48938,,,,Running
2022-01-15T16:27:40+00:00,228,0.02187,2.61242,,,,Running
2022-01-15T16:28:09+00:00,229,0.01537,2.48938,,,,Running
2022-01-15T16:28:39+00:00,230,0.01537,2.48938,,,,Running
2022-01-15T16:29:39+00:00,231,0.02187,2.65287,,,,Running
2022-01-15T16:30:36+00:00,232,0.01682,2.48938,,,,Running
2022-01-15T16:31:05+00:00,233,0.02187,2.61242,,,,Running
2022-01-15T16:31:37+00:00,234,0.02187,2.61242,,,,Running
2022-01-15T16:32:06+00:00,235,0.02187,2.48938,,,,Running
2022-01-15T16:32:36+00:00,236,0.01682,2.48938,,,,Running
2022-01-15T16:33:05+00:00,237,0.01682,2.48938,,,,Running
2022-01-15T16:33:35+00:00,238,0.02007,2.48938,,,,Running
2022-01-15T16:34:04+00:00,239,0.01682,2.65287,,,,Running
2022-01-15T16:34:33+00:00,240,0.01682,2.48938,,,,Running
2022-01-15T16:35:03+00:00,241,0.01682,2.48938,,,,Running
2022-01-15T16:35:33+00:00,242,0.01682,2.48938,,,,Running
2022-01-15T16:36:02+00:00,243,0.01537,2.65287,,,,Running
2022-01-15T16:36:31+00:00,244,0.02187,2.65287,,,,Running
2022-01-15T16:37:00+00:00,245,0.02187,2.61242,,,,Running
2022-01-15T16:37:29+00:00,246,0.02187,2.61242,,,,Running
2022-01-15T16:37:58+00:00,247,0.01682,2.48938,,,,Running
2022-01-15T16:38:28+00:00,248,0.01682,2.48938,,,,Running
2022-01-15T16:38:56+00:00,249,0.01682,2.48938,,,,Running
2022-01-15T16:39:25+00:00,250,0.02187,2.61242,,,,Running
2022-01-15T16:39:55+00:00,251,0.02381,2.48938,,,,Running
2022-01-15T16:40:24+00:00,252,0.01682,2.48938,,,,Running
2022-01-15T16:40:54+00:00,253,0.01537,2.48938,,,,Running
2022-01-15T16:41:23+00:00,254,0.01682,2.65287,,,,Running
2022-01-15T16:41:53+00:00,255,0.01682,2.48938,,,,Running
2022-01-15T16:42:22+00:00,256,0.01682,2.48938,,,,Running
2022-01-15T16:42:51+00:00,257,0.02187,2.61242,,,,Running
2022-01-15T16:43:20+00:00,258,0.01537,2.48938,,,,Running
2022-01-15T16:43:50+00:00,259,0.01682,2.48938,,,,Running
2022-01-15T16:44:19+00:00,260,0.01537,2.48938,,,,Running
2022-01-15T16:44:49+00:00,261,0.02187,2.48938,,,,Running
2022-01-15T16:45:18+00:00,262,0.02187,2.48938,,,,Running
2022-01-15T16:45:47+00:00,263,0.01838,2.57169,,,,Running
2022-01-15T16:46:17+00:00,264,0.01838,2.57169,,,,Running
2022-01-15T16:46:46+00:00,265,0.02589,2.57169,,,,Running
2022-01-15T16:47:15+00:00,266,0.02589,2.57169,,,,Running
2022-01-15T16:47:46+00:00,267,0.01838,2.69306,,,,Running
2022-01-15T16:48:14+00:00,268,0.01838,2.57169,,,,Running
2022-01-15T16:48:43+00:00,269,0.02381,2.69306,,,,Running
2022-01-15T16:49:12+00:00,270,0.01838,2.53068,,,,Running
2022-01-15T16:49:42+00:00,271,0.01838,2.53068,,,,Running
2022-01-15T16:50:11+00:00,272,0.01838,2.53068,,,,Running
2022-01-15T16:50:40+00:00,273,0.02381,2.69306,,,,Running
2022-01-15T16:51:09+00:00,274,0.01838,2.53068,,,,Running
2022-01-15T16:51:39+00:00,275,0.01838,2.53068,,,,Running
2022-01-15T16:52:08+00:00,276,0.01838,2.53068,,,,Running
2022-01-15T16:52:37+00:00,277,0.01838,2.53068,,,,Running
2022-01-15T16:53:07+00:00,278,0.01838,2.53068,,,,Running
2022-01-15T16:53:37+00:00,279,0.01838,2.53068,,,,Running
2022-01-15T16:54:06+00:00,280,0.01838,2.53068,,,,Running
2022-01-15T16:54:35+00:00,281,0.01838,2.53068,,,,Running
2022-01-15T16:55:04+00:00,282,0.02589,2.69306,,,,Running
2022-01-15T16:55:33+00:00,283,0.02381,2.69306,,,,Running
2022-01-15T16:56:02+00:00,284,0.01838,2.53068,,,,Running
2022-01-15T16:56:31+00:00,285,0.02381,2.53068,,,,Running
2022-01-15T16:57:01+00:00,286,0.02381,2.53068,,,,Running
2022-01-15T16:57:30+00:00,287,0.01838,2.53068,,,,Running
2022-01-15T16:57:59+00:00,288,0.01838,2.53068,,,,Running
2022-01-15T16:58:29+00:00,289,0.01838,2.53068,,,,Running
2022-01-15T16:58:58+00:00,290,0.02381,2.53068,,,,Running
2022-01-15T16:59:27+00:00,291,0.01838,2.53068,,,,Running
2022-01-15T16:59:56+00:00,292,0.01682,2.53068,,,,Running
2022-01-15T17:00:26+00:00,293,0.01838,2.53068,,,,Running
2022-01-15T17:00:55+00:00,294,0.01838,2.53068,,,,Running
2022-01-15T17:01:24+00:00,295,0.01838,2.69306,,,,Running
2022-01-15T17:01:54+00:00,296,0.01838,2.53068,,,,Running
2022-01-15T17:02:23+00:00,297,0.01838,2.53068,,,,Running
2022-01-15T17:02:53+00:00,298,0.01838,2.53068,,,,Running
2022-01-15T17:03:22+00:00,299,0.01682,2.53068,,,,Running
2022-01-15T17:03:51+00:00,300,0.02381,2.53068,,,,Running
2022-01-15T17:04:21+00:00,301,0.01838,2.53068,,,,Running
2022-01-15T17:04:50+00:00,302,0.01838,2.53068,,,,Running
2022-01-15T17:05:19+00:00,303,0.02381,2.53068,,,,Running
2022-01-15T17:05:49+00:00,304,0.01682,2.53068,,,,Running
2022-01-15T17:06:18+00:00,305,0.01682,2.69306,,,,Running
2022-01-15T17:06:47+00:00,306,0.01838,2.53068,,,,Running
2022-01-15T17:07:17+00:00,307,0.01682,2.53068,,,,Running
2022-01-15T17:07:46+00:00,308,0.01838,2.53068,,,,Running
2022-01-15T17:08:15+00:00,309,0.02187,2.69306,,,,Running
2022-01-15T17:08:44+00:00,310,0.02381,2.53068,,,,Running
2022-01-15T17:09:13+00:00,311,0.01682,2.53068,,,,Running
2022-01-15T17:09:43+00:00,312,0.01838,2.53068,,,,Running
2022-01-15T17:10:12+00:00,313,0.01682,2.53068,,,,Running
2022-01-15T17:10:41+00:00,314,0.01682,2.65287,,,,Running
2022-01-15T17:11:10+00:00,315,0.01682,2.53068,,,,Running
2022-01-15T17:11:39+00:00,316,0.02381,2.65287,,,,Running
2022-01-15T17:12:07+00:00,317,0.02381,2.65287,,,,Running
2022-01-15T17:12:37+00:00,318,0.02381,2.69306,,,,Running
2022-01-15T17:13:06+00:00,319,0.01838,2.53068,,,,Running
2022-01-15T17:13:35+00:00,320,0.01838,2.53068,,,,Running
2022-01-15T17:14:04+00:00,321,0.02381,2.65287,,,,Running
2022-01-15T17:14:33+00:00,322,0.01682,2.53068,,,,Running
2022-01-15T17:15:02+00:00,323,0.01682,2.53068,,,,Running
2022-01-15T17:15:31+00:00,324,0.02381,2.65287,,,,Running
2022-01-15T17:16:05+00:00,325,0.02381,2.65287,,,,Running
2022-01-15T17:16:34+00:00,326,0.02381,2.65287,,,,Running
2022-01-15T17:17:02+00:00,327,0.02381,2.65287,,,,Running
2022-01-15T17:17:32+00:00,328,0.01838,2.53068,,,,Running
2022-01-15T17:18:01+00:00,329,0.01682,2.53068,,,,Running
2022-01-15T17:18:30+00:00,330,0.01682,2.53068,,,,Running
2022-01-15T17:18:59+00:00,331,0.02381,2.65287,,,,Running
2022-01-15T17:19:28+00:00,332,0.02381,2.65287,,,,Running
2022-01-15T17:19:57+00:00,333,0.01682,2.53068,,,,Running
2022-01-15T17:20:26+00:00,334,0.01682,2.53068,,,,Running
2022-01-15T17:20:56+00:00,335,0.01682,2.53068,,,,Running
2022-01-15T17:21:25+00:00,336,0.01682,2.53068,,,,Running
2022-01-15T17:21:54+00:00,337,0.01682,2.53068,,,,Running
2022-01-15T17:22:24+00:00,338,0.01682,2.53068,,,,Running
2022-01-15T17:22:54+00:00,339,0.01682,2.53068,,,,Running
2022-01-15T17:23:24+00:00,340,0.01682,2.53068,,,,Running
2022-01-15T17:23:53+00:00,341,0.02381,2.65287,,,,Running
2022-01-15T17:24:22+00:00,342,0.01682,2.53068,,,,Running
2022-01-15T17:24:52+00:00,343,0.01682,2.53068,,,,Running
2022-01-15T17:25:22+00:00,344,0.01682,2.53068,,,,Running
2022-01-15T17:25:51+00:00,345,0.01682,2.53068,,,,Running
2022-01-15T17:26:20+00:00,346,0.02381,2.65287,,,,Running
2022-01-15T17:26:49+00:00,347,0.02187,2.65287,,,,Running
2022-01-15T17:27:18+00:00,348,0.01682,2.53068,,,,Running
2022-01-15T17:27:48+00:00,349,0.01682,2.53068,,,,Running
2022-01-15T17:28:17+00:00,350,0.02381,2.53068,,,,Running
2022-01-15T17:28:47+00:00,351,0.01682,2.53068,,,,Running
2022-01-15T17:29:16+00:00,352,0.01682,2.53068,,,,Running
2022-01-15T17:29:46+00:00,353,0.01682,2.53068,,,,Running
2022-01-15T17:30:15+00:00,354,0.02381,2.53068,,,,Running
2022-01-15T17:30:44+00:00,355,0.02381,2.65287,,,,Running
2022-01-15T17:31:13+00:00,356,0.01682,2.53068,,,,Running
2022-01-15T17:31:42+00:00,357,0.01682,2.65287,,,,Running
2022-01-15T17:32:12+00:00,358,0.01682,2.61242,,,,Running
2022-01-15T17:32:41+00:00,359,0.01682,2.53068,,,,Running
2022-01-15T17:33:11+00:00,360,0.01682,2.53068,,,,Running
2022-01-15T17:33:40+00:00,361,0.01682,2.53068,,,,Running
2022-01-15T17:34:09+00:00,362,0.01682,2.53068,,,,Running
2022-01-15T17:34:38+00:00,363,0.01682,2.53068,,,,Running
2022-01-15T17:35:08+00:00,364,0.02381,2.53068,,,,Running
2022-01-15T17:35:37+00:00,365,0.02381,2.53068,,,,Running
2022-01-15T17:36:07+00:00,366,0.01682,2.53068,,,,Running
2022-01-15T17:36:36+00:00,367,0.01682,2.53068,,,,Running
2022-01-15T17:37:05+00:00,368,0.02187,2.65287,,,,Running
2022-01-15T17:37:34+00:00,369,0.02381,2.65287,,,,Running
2022-01-15T17:38:04+00:00,370,0.01682,2.53068,,,,Running
2022-01-15T17:38:33+00:00,371,0.01682,2.53068,,,,Running
2022-01-15T17:39:03+00:00,372,0.01682,2.53068,,,,Running
2022-01-15T17:39:32+00:00,373,0.02381,2.53068,,,,Running
2022-01-15T17:40:01+00:00,374,0.01682,2.48938,,,,Running
2022-01-15T17:40:31+00:00,375,0.01682,2.65287,,,,Running
2022-01-15T17:41:00+00:00,376,0.01838,2.65287,,,,Running
2022-01-15T17:41:29+00:00,377,0.02381,2.53068,,,,Running
2022-01-15T17:41:58+00:00,378,0.01682,2.53068,,,,Running
2022-01-15T17:42:28+00:00,379,0.01682,2.61242,,,,Running
2022-01-15T17:42:57+00:00,380,0.01682,2.65287,,,,Running
2022-01-15T17:43:26+00:00,381,0.01682,2.48938,,,,Running
2022-01-15T17:43:56+00:00,382,0.02381,2.48938,,,,Running
2022-01-15T17:44:26+00:00,383,0.01682,2.65287,,,,Running
2022-01-15T17:44:55+00:00,384,0.01682,2.53068,,,,Running
2022-01-15T17:45:24+00:00,385,0.01682,2.53068,,,,Running
2022-01-15T17:45:53+00:00,386,0.01682,2.53068,,,,Running
2022-01-15T17:46:23+00:00,387,0.01682,2.53068,,,,Running
2022-01-15T17:46:52+00:00,388,0.01682,2.48938,,,,Running
2022-01-15T17:47:21+00:00,389,0.02381,2.53068,,,,Running
2022-01-15T17:47:51+00:00,390,0.02381,2.53068,,,,Running
2022-01-15T17:48:20+00:00,391,0.01682,2.65287,,,,Running
2022-01-15T17:48:50+00:00,392,0.01682,2.53068,,,,Running
2022-01-15T17:49:20+00:00,393,0.01682,2.53068,,,,Running
2022-01-15T17:49:49+00:00,394,0.01682,2.53068,,,,Running
2022-01-15T17:50:19+00:00,395,0.01682,2.53068,,,,Running
2022-01-15T17:50:48+00:00,396,0.02381,2.53068,,,,Running
2022-01-15T17:51:18+00:00,397,0.01682,2.65287,,,,Running
2022-01-15T17:51:47+00:00,398,0.01682,2.53068,,,,Running
2022-01-15T17:52:17+00:00,399,0.02381,2.53068,,,,Running
